schooldist,schooldist,Hispanic or Latino,% Hispanic or Latino,Not Hispanic or Latino,% Not Hispanic or Latino,American Indian or Alaska Native alone,% American Indian or Alaska Native alone,Asian alone,% Asian alone,Black or African American alone,% Black or African American alone,Native Hawaiian or other Pacific Islander alone,% Native Hawaiian or other Pacific Islander alone,White alone,% White alone,Some other race alone,% Some other race alone,Two or more races,% Two or more races,"American Indian or Alaska Native alone, not Hispanic or Latino","% American Indian or Alaska Native alone, not Hispanic or Latino","Asian alone, not Hispanic or Latino","% Asian alone, not Hispanic or Latino","Black or African American alone, not Hispanic or Latino","% Black or African American alone, not Hispanic or Latino","Native Hawaiian or other Pacific Islander alone, not Hispanic or Latino","% Native Hawaiian or other Pacific Islander alone, not Hispanic or Latino","White alone, not Hispanic or Latino","% White alone, not Hispanic or Latino","Some other race alone, not Hispanic or Latino","% Some other race alone, not Hispanic or Latino","Two or more races, not Hispanic or Latino","% Two or more races, not Hispanic or Latino",Female,% Female,Male,% Male,Under 18 years,% Under 18 years,18 years and over,% 18 years and over,65 years and over,% 65 years and over,Enrolled in school (3 years and over),% Enrolled in school (3 years and over),"Enrolled in nursery school, preschool","% Enrolled in nursery school, preschool",Enrolled in Kindergarten,% Enrolled in Kindergarten,Enrolled in grades 1-8,% Enrolled in grades 1-8,Enrolled in grades 9-12,% Enrolled in grades 9-12,"Enrolled in college, graduate school","% Enrolled in college, graduate school",Adults with no high school diploma,% Adults with no high school diploma,Adults with high school diploma (includes equivalency),% Adults with high school diploma (includes equivalency),Adults with Bachelor's degree or higher,% Adults with Bachelor's degree or higher,In the labor force (16 and older),% In the labor force (16 and older),In the civilian labor force (16 and older),% In the civilian labor force (16 and older),In the armed forces (16 and older),% In the armed forces (16 and older),Not in the labor force (16 and older),% Not in the labor force (16 and older),Employed (civilians 16 and older),% Employed (civilians 16 and older),Unemployed (civilians 16 and older),% Unemployed (civilians 16 and older),Born in the US,% Born in the US,"Born in Puerto Rico, U.S. Island areas, or abroad to American parents","% Born in Puerto Rico, U.S. Island areas, or abroad to American parents",Foreign born,% Foreign born,Naturalized US citizen (foreign born),% Naturalized US citizen (foreign born),Not a US citizen (foreign born),% Not a US citizen (foreign born),Speak only English at home (5 years and older),% Speak only English at home (5 years and older),"Speak English less than ""very well"" (5 years and older)","% Speak English less than ""very well"" (5 years and older)",Speak Spanish at home (5 years and older),% Speak Spanish at home (5 years and older),"With a disability (civilian, noninstitutionalized)","% With a disability (civilian, noninstitutionalized)","With a disability, under 18 (civilian, noninstitutionalized)","% With a disability, under 18 (civilian, noninstitutionalized)","With a disability, 18-64 (civilian, noninstitutionalized)","% With a disability, 18-64 (civilian, noninstitutionalized)","With a disability, over 65 (civilian, noninstitutionalized)","% With a disability, over 65 (civilian, noninstitutionalized)","With health insurance (civilian, noninstitutionalized)","% With health insurance (civilian, noninstitutionalized)","With private health insurance (civilian, noninstitutionalized)","% With private health insurance (civilian, noninstitutionalized)","With public coverage (civilian, noninstitutionalized)","% With public coverage (civilian, noninstitutionalized)","With no health insurance coverage (civilian, noninstitutionalized)","% With no health insurance coverage (civilian, noninstitutionalized)",Drive alone (workers 16 and older),% Drive alone (workers 16 and older),Carpool (workers 16 and older),% Carpool (workers 16 and older),Take public transit (workers 16 and older),% Take public transit (workers 16 and older),Walk (workers 16 and older),% Walk (workers 16 and older),Work from home (workers 16 and older),% Work from home (workers 16 and older),Under 5 years,% Under 5 years,5 to 9 years,% 5 to 9 years,10 to 14 years,% 10 to 14 years,15 to 19 years,% 15 to 19 years,20 to 24 years,% 20 to 24 years,25 to 34 years,% 25 to 34 years,35 to 44 years,% 35 to 44 years,45 to 54 years,% 45 to 54 years,55 to 59 years,% 55 to 59 years,60 to 64 years,% 60 to 64 years,65 to 74 years,% 65 to 74 years,75 to 84 years,% 75 to 84 years,85 years and over,% 85 years and over,"Households with annual income and benefits of less than $10,000","% Households with annual income and benefits of less than $10,000","Households with annual income and benefits of $10,000 to $14,999","% Households with annual income and benefits of $10,000 to $14,999","Households with annual income and benefits of $15,000 to $24,999","% Households with annual income and benefits of $15,000 to $24,999","Households with annual income and benefits of $25,000 to $34,999","% Households with annual income and benefits of $25,000 to $34,999","Households with annual income and benefits of $35,000 to $49,999","% Households with annual income and benefits of $35,000 to $49,999","Households with annual income and benefits of $50,000 to $74,999","% Households with annual income and benefits of $50,000 to $74,999","Households with annual income and benefits of $75,000 to $99,999","% Households with annual income and benefits of $75,000 to $99,999","Households with annual income and benefits of $100,000 to $149,999","% Households with annual income and benefits of $100,000 to $149,999","Households with annual income and benefits of $150,000 to $199,999","% Households with annual income and benefits of $150,000 to $199,999","Households with annual income and benefits of $200,000 or more","% Households with annual income and benefits of $200,000 or more",Households with one or more people under 18,% Households with one or more people under 18,Households with a computer,% Households with a computer,Households with a broadband Internet subscription,% Households with a broadband Internet subscription,Households with Food Stamp/SNAP benefits in the past 12 months,% Households with Food Stamp/SNAP benefits in the past 12 months,Hispanic or Latino MOE,% Hispanic or Latino MOE,Hispanic or Latino CV,Not Hispanic or Latino MOE,% Not Hispanic or Latino MOE,Not Hispanic or Latino CV,American Indian or Alaska Native alone MOE,% American Indian or Alaska Native alone MOE,American Indian or Alaska Native alone CV,Asian alone MOE,% Asian alone MOE,Asian alone CV,Black or African American alone MOE,% Black or African American alone MOE,Black or African American alone CV,Native Hawaiian or other Pacific Islander alone MOE,% Native Hawaiian or other Pacific Islander alone MOE,Native Hawaiian or other Pacific Islander alone CV,White alone MOE,% White alone MOE,White alone CV,Some other race alone MOE,% Some other race alone MOE,Some other race alone CV,Two or more races MOE,% Two or more races MOE,Two or more races CV,"American Indian or Alaska Native alone, not Hispanic or Latino MOE","% American Indian or Alaska Native alone, not Hispanic or Latino MOE","American Indian or Alaska Native alone, not Hispanic or Latino CV","Asian alone, not Hispanic or Latino MOE","% Asian alone, not Hispanic or Latino MOE","Asian alone, not Hispanic or Latino CV","Black or African American alone, not Hispanic or Latino MOE","% Black or African American alone, not Hispanic or Latino MOE","Black or African American alone, not Hispanic or Latino CV","Native Hawaiian or other Pacific Islander alone, not Hispanic or Latino MOE","% Native Hawaiian or other Pacific Islander alone, not Hispanic or Latino MOE","Native Hawaiian or other Pacific Islander alone, not Hispanic or Latino CV","White alone, not Hispanic or Latino MOE","% White alone, not Hispanic or Latino MOE","White alone, not Hispanic or Latino CV","Some other race alone, not Hispanic or Latino MOE","% Some other race alone, not Hispanic or Latino MOE","Some other race alone, not Hispanic or Latino CV","Two or more races, not Hispanic or Latino MOE","% Two or more races, not Hispanic or Latino MOE","Two or more races, not Hispanic or Latino CV",Female MOE,% Female MOE,Female CV,Male MOE,% Male MOE,Male CV,Under 18 years MOE,% Under 18 years MOE,Under 18 years CV,18 years and over MOE,% 18 years and over MOE,18 years and over CV,65 years and over MOE,% 65 years and over MOE,65 years and over CV,Enrolled in school (3 years and over) MOE,% Enrolled in school (3 years and over) MOE,Enrolled in school (3 years and over) CV,"Enrolled in nursery school, preschool MOE","% Enrolled in nursery school, preschool MOE","Enrolled in nursery school, preschool CV",Enrolled in Kindergarten MOE,% Enrolled in Kindergarten MOE,Enrolled in Kindergarten CV,Enrolled in grades 1-8 MOE,% Enrolled in grades 1-8 MOE,Enrolled in grades 1-8 CV,Enrolled in grades 9-12 MOE,% Enrolled in grades 9-12 MOE,Enrolled in grades 9-12 CV,"Enrolled in college, graduate school MOE","% Enrolled in college, graduate school MOE","Enrolled in college, graduate school CV",Adults with no high school diploma MOE,% Adults with no high school diploma MOE,Adults with no high school diploma CV,Adults with high school diploma (includes equivalency) MOE,% Adults with high school diploma (includes equivalency) MOE,Adults with high school diploma (includes equivalency) CV,Adults with Bachelor's degree or higher MOE,% Adults with Bachelor's degree or higher MOE,Adults with Bachelor's degree or higher CV,In the labor force (16 and older) MOE,% In the labor force (16 and older) MOE,In the labor force (16 and older) CV,In the civilian labor force (16 and older) MOE,% In the civilian labor force (16 and older) MOE,In the civilian labor force (16 and older) CV,In the armed forces (16 and older) MOE,% In the armed forces (16 and older) MOE,In the armed forces (16 and older) CV,Not in the labor force (16 and older) MOE,% Not in the labor force (16 and older) MOE,Not in the labor force (16 and older) CV,Employed (civilians 16 and older) MOE,% Employed (civilians 16 and older) MOE,Employed (civilians 16 and older) CV,Unemployed (civilians 16 and older) MOE,% Unemployed (civilians 16 and older) MOE,Unemployed (civilians 16 and older) CV,Born in the US MOE,% Born in the US MOE,Born in the US CV,"Born in Puerto Rico, U.S. Island areas, or abroad to American parents MOE","% Born in Puerto Rico, U.S. Island areas, or abroad to American parents MOE","Born in Puerto Rico, U.S. Island areas, or abroad to American parents CV",Foreign born MOE,% Foreign born MOE,Foreign born CV,Naturalized US citizen (foreign born) MOE,% Naturalized US citizen (foreign born) MOE,Naturalized US citizen (foreign born) CV,Not a US citizen (foreign born) MOE,% Not a US citizen (foreign born) MOE,Not a US citizen (foreign born) CV,Speak only English at home (5 years and older) MOE,% Speak only English at home (5 years and older) MOE,Speak only English at home (5 years and older) CV,"Speak English less than ""very well"" (5 years and older) MOE","% Speak English less than ""very well"" (5 years and older) MOE","Speak English less than ""very well"" (5 years and older) CV",Speak Spanish at home (5 years and older) MOE,% Speak Spanish at home (5 years and older) MOE,Speak Spanish at home (5 years and older) CV,"With a disability (civilian, noninstitutionalized) MOE","% With a disability (civilian, noninstitutionalized) MOE","With a disability (civilian, noninstitutionalized) CV","With a disability, under 18 (civilian, noninstitutionalized) MOE","% With a disability, under 18 (civilian, noninstitutionalized) MOE","With a disability, under 18 (civilian, noninstitutionalized) CV","With a disability, 18-64 (civilian, noninstitutionalized) MOE","% With a disability, 18-64 (civilian, noninstitutionalized) MOE","With a disability, 18-64 (civilian, noninstitutionalized) CV","With a disability, over 65 (civilian, noninstitutionalized) MOE","% With a disability, over 65 (civilian, noninstitutionalized) MOE","With a disability, over 65 (civilian, noninstitutionalized) CV","With health insurance (civilian, noninstitutionalized) MOE","% With health insurance (civilian, noninstitutionalized) MOE","With health insurance (civilian, noninstitutionalized) CV","With private health insurance (civilian, noninstitutionalized) MOE","% With private health insurance (civilian, noninstitutionalized) MOE","With private health insurance (civilian, noninstitutionalized) CV","With public coverage (civilian, noninstitutionalized) MOE","% With public coverage (civilian, noninstitutionalized) MOE","With public coverage (civilian, noninstitutionalized) CV","With no health insurance coverage (civilian, noninstitutionalized) MOE","% With no health insurance coverage (civilian, noninstitutionalized) MOE","With no health insurance coverage (civilian, noninstitutionalized) CV",Drive alone (workers 16 and older) MOE,% Drive alone (workers 16 and older) MOE,Drive alone (workers 16 and older) CV,Carpool (workers 16 and older) MOE,% Carpool (workers 16 and older) MOE,Carpool (workers 16 and older) CV,Take public transit (workers 16 and older) MOE,% Take public transit (workers 16 and older) MOE,Take public transit (workers 16 and older) CV,Walk (workers 16 and older) MOE,% Walk (workers 16 and older) MOE,Walk (workers 16 and older) CV,Work from home (workers 16 and older) MOE,% Work from home (workers 16 and older) MOE,Work from home (workers 16 and older) CV,Under 5 years MOE,% Under 5 years MOE,Under 5 years CV,5 to 9 years MOE,% 5 to 9 years MOE,5 to 9 years CV,10 to 14 years MOE,% 10 to 14 years MOE,10 to 14 years CV,15 to 19 years MOE,% 15 to 19 years MOE,15 to 19 years CV,20 to 24 years MOE,% 20 to 24 years MOE,20 to 24 years CV,25 to 34 years MOE,% 25 to 34 years MOE,25 to 34 years CV,35 to 44 years MOE,% 35 to 44 years MOE,35 to 44 years CV,45 to 54 years MOE,% 45 to 54 years MOE,45 to 54 years CV,55 to 59 years MOE,% 55 to 59 years MOE,55 to 59 years CV,60 to 64 years MOE,% 60 to 64 years MOE,60 to 64 years CV,65 to 74 years MOE,% 65 to 74 years MOE,65 to 74 years CV,75 to 84 years MOE,% 75 to 84 years MOE,75 to 84 years CV,85 years and over MOE,% 85 years and over MOE,85 years and over CV,"Households with annual income and benefits of less than $10,000 MOE","% Households with annual income and benefits of less than $10,000 MOE","Households with annual income and benefits of less than $10,000 CV","Households with annual income and benefits of $10,000 to $14,999 MOE","% Households with annual income and benefits of $10,000 to $14,999 MOE","Households with annual income and benefits of $10,000 to $14,999 CV","Households with annual income and benefits of $15,000 to $24,999 MOE","% Households with annual income and benefits of $15,000 to $24,999 MOE","Households with annual income and benefits of $15,000 to $24,999 CV","Households with annual income and benefits of $25,000 to $34,999 MOE","% Households with annual income and benefits of $25,000 to $34,999 MOE","Households with annual income and benefits of $25,000 to $34,999 CV","Households with annual income and benefits of $35,000 to $49,999 MOE","% Households with annual income and benefits of $35,000 to $49,999 MOE","Households with annual income and benefits of $35,000 to $49,999 CV","Households with annual income and benefits of $50,000 to $74,999 MOE","% Households with annual income and benefits of $50,000 to $74,999 MOE","Households with annual income and benefits of $50,000 to $74,999 CV","Households with annual income and benefits of $75,000 to $99,999 MOE","% Households with annual income and benefits of $75,000 to $99,999 MOE","Households with annual income and benefits of $75,000 to $99,999 CV","Households with annual income and benefits of $100,000 to $149,999 MOE","% Households with annual income and benefits of $100,000 to $149,999 MOE","Households with annual income and benefits of $100,000 to $149,999 CV","Households with annual income and benefits of $150,000 to $199,999 MOE","% Households with annual income and benefits of $150,000 to $199,999 MOE","Households with annual income and benefits of $150,000 to $199,999 CV","Households with annual income and benefits of $200,000 or more MOE","% Households with annual income and benefits of $200,000 or more MOE","Households with annual income and benefits of $200,000 or more CV",Households with one or more people under 18 MOE,% Households with one or more people under 18 MOE,Households with one or more people under 18 CV,Households with a computer MOE,% Households with a computer MOE,Households with a computer CV,Households with a broadband Internet subscription MOE,% Households with a broadband Internet subscription MOE,Households with a broadband Internet subscription CV,Households with Food Stamp/SNAP benefits in the past 12 months MOE,% Households with Food Stamp/SNAP benefits in the past 12 months MOE,Households with Food Stamp/SNAP benefits in the past 12 months CV,Total population,Total households,% Civilian unemployment rate,% Civilian unemployment rate MOE,Civilian unemployment rate CV
1,1,33353.0,27.68,87163.0,72.33,592.0,0.49,21676.0,17.99,11578.0,9.61,20.0,0.02,61187.0,50.77,14781.0,12.27,10667.0,8.85,288.0,0.24,21622.0,17.94,10454.0,8.67,20.0,0.02,50414.0,41.83,540.0,0.45,3798.0,3.15,60119.0,49.89,60389.0,50.11,13376.0,11.1,107132.0,88.9,19994.0,16.59,24372.0,20.22,829.0,0.69,424.0,0.35,6678.0,5.54,3470.0,2.88,12960.0,10.75,7147.0,5.93,13857.0,11.5,47484.0,39.4,65180.0,54.09,65180.0,54.09,0.0,0.0,43485.0,36.08,61353.0,50.91,3842.0,3.19,81717.0,67.81,7838.0,6.5,30962.0,25.69,17651.0,14.65,13295.0,11.03,71907.0,59.67,21383.0,17.74,21575.0,17.9,15988.0,13.27,339.0,0.28,7631.0,6.33,8032.0,6.67,115099.0,95.51,72781.0,60.4,49985.0,41.48,4994.0,4.14,3042.0,2.52,804.0,0.67,29573.0,24.54,12953.0,10.75,8589.0,7.13,3392.0,2.81,3326.0,2.76,4311.0,3.58,6837.0,5.67,11459.0,9.51,29738.0,24.68,13713.0,11.38,12229.0,10.15,8930.0,7.41,6555.0,5.44,11301.0,9.38,5691.0,4.72,3016.0,2.5,8123.0,12.53,5554.0,8.57,6139.0,9.47,4295.0,6.63,5181.0,7.99,7368.0,11.37,5840.0,9.01,7653.0,11.81,4476.0,6.91,10188.0,15.72,8111.0,12.51,59793.0,92.26,51000.0,78.69,14318.0,22.09,1892.0,1.57,3.45,1892.0,1.57,1.32,349.0,0.29,35.61,1567.0,1.3,4.4,1530.0,1.27,8.05,181.0,0.15,460.37,2109.0,1.75,2.09,1458.0,1.21,5.97,1579.0,1.31,8.98,277.0,0.23,58.69,1567.0,1.3,4.41,1458.0,1.21,8.49,181.0,0.15,460.37,2000.0,1.66,2.41,337.0,0.28,38.38,868.0,0.72,13.96,1820.0,1.51,1.84,1820.0,1.51,1.84,1265.0,1.05,5.73,1265.0,1.05,0.72,1265.0,1.05,3.84,3700.0,3.07,9.24,723.0,0.6,53.14,265.0,0.22,38.94,1988.0,1.65,18.13,1482.0,1.23,26.05,2495.0,2.07,11.72,1928.0,1.6,16.45,2362.0,1.96,10.35,6809.0,5.65,8.72,6905.0,5.73,6.44,6905.0,5.73,6.44,,,,5122.0,4.25,7.17,6845.0,5.68,6.78,1241.0,1.03,19.62,7845.0,6.51,5.83,2723.0,2.26,21.11,1771.0,1.47,3.49,3073.0,2.55,10.6,3326.0,2.76,15.21,7700.0,6.39,6.51,4073.0,3.38,11.58,4097.0,3.4,11.53,3977.0,3.3,15.12,289.0,0.24,52.93,3519.0,2.92,28.09,1711.0,1.42,12.96,9279.0,7.7,4.9,7905.0,6.56,6.6,5917.0,4.91,7.19,1603.0,1.33,19.46,2085.0,1.73,41.62,349.0,0.29,26.54,4302.0,3.57,8.84,2482.0,2.06,11.63,3121.0,2.59,22.11,578.0,0.48,10.43,723.0,0.6,13.19,663.0,0.55,9.3,759.0,0.63,6.71,1205.0,1.0,6.37,1952.0,1.62,3.99,1121.0,0.93,4.98,1036.0,0.86,5.16,1181.0,0.98,8.04,868.0,0.72,8.0,1000.0,0.83,5.36,687.0,0.57,7.33,615.0,0.51,12.29,875.0,1.35,6.54,758.0,1.17,8.31,771.0,1.19,7.65,616.0,0.95,8.72,752.0,1.16,8.85,875.0,1.35,7.23,778.0,1.2,8.1,862.0,1.33,6.84,642.0,0.99,8.71,1056.0,1.63,6.3,862.0,1.33,6.45,596.0,0.92,0.61,1043.0,1.61,1.24,946.0,1.46,4.02,120508,64811,5.9,1.8,18.55
2,2,87778.0,10.87,719711.0,89.13,1496.0,0.19,136401.0,16.89,34825.0,4.31,523.0,0.06,567033.0,70.22,23550.0,2.92,43578.0,5.4,711.0,0.09,135264.0,16.75,31711.0,3.93,408.0,0.05,522513.0,64.71,3975.0,0.49,25160.0,3.12,419424.0,51.94,388065.0,48.06,92701.0,11.48,714788.0,88.52,146063.0,18.09,130877.0,16.21,11002.0,1.36,4680.0,0.58,38440.0,4.76,16669.0,2.06,60092.0,7.44,17620.0,2.18,45770.0,5.67,500586.0,61.99,513503.0,63.59,513242.0,63.56,252.0,0.03,209186.0,25.91,489579.0,60.63,23670.0,2.93,577541.0,71.52,19417.0,2.4,210464.0,26.06,109616.0,13.57,100886.0,12.49,548841.0,67.97,65974.0,8.17,62228.0,7.71,61621.0,7.63,2092.0,0.26,23995.0,2.97,35601.0,4.41,777171.0,96.24,660889.0,81.84,197546.0,24.46,26238.0,3.25,24336.0,3.01,7263.0,0.9,207022.0,25.64,122701.0,15.2,88954.0,11.02,32824.0,4.06,23722.0,2.94,24057.0,2.98,28596.0,3.54,51133.0,6.33,192419.0,23.83,119301.0,14.77,99563.0,12.33,46442.0,5.75,43347.0,5.37,79190.0,9.81,45955.0,5.69,20878.0,2.59,26736.0,5.17,15302.0,2.96,23558.0,4.56,22673.0,4.39,24663.0,4.77,44920.0,8.69,45425.0,8.79,78070.0,15.11,58159.0,11.25,177254.0,34.3,72818.0,14.09,496732.0,96.13,478838.0,92.66,28454.0,5.51,4199.0,0.52,2.92,4199.0,0.52,0.36,727.0,0.09,30.16,4522.0,0.56,2.02,2907.0,0.36,5.09,565.0,0.07,73.84,5895.0,0.73,0.63,2584.0,0.32,6.6,2988.0,0.37,4.17,565.0,0.07,49.47,4522.0,0.56,2.04,2826.0,0.35,5.43,565.0,0.07,87.28,6056.0,0.75,0.7,1130.0,0.14,17.14,2099.0,0.26,5.07,4683.0,0.58,0.67,4683.0,0.58,0.73,3149.0,0.39,2.05,3149.0,0.39,0.27,4360.0,0.54,1.82,26728.0,3.31,12.41,10255.0,1.27,56.92,5006.0,0.62,65.27,11305.0,1.4,17.85,3149.0,0.39,11.57,17603.0,2.18,17.81,4764.0,0.59,16.37,10094.0,1.25,13.41,36822.0,4.56,4.47,35530.0,4.4,4.2,35530.0,4.4,4.2,1050.0,0.13,260.15,23498.0,2.91,6.84,35449.0,4.39,4.41,7833.0,0.97,20.04,44332.0,5.49,4.67,8156.0,1.01,25.61,5168.0,0.64,1.49,20510.0,2.54,11.36,18411.0,2.28,11.09,46189.0,5.72,5.12,10255.0,1.27,9.48,24306.0,3.01,23.74,10820.0,1.34,10.68,1534.0,0.19,43.4,7025.0,0.87,17.84,9125.0,1.13,15.62,53779.0,6.66,4.21,52003.0,6.44,4.78,24467.0,3.03,7.53,5652.0,0.7,13.13,10578.0,1.31,26.44,2261.0,0.28,18.78,24063.0,2.98,7.07,16150.0,2.0,8.01,18572.0,2.3,12.67,2261.0,0.28,4.13,1696.0,0.21,4.33,1857.0,0.23,4.63,1776.0,0.22,3.84,2907.0,0.36,3.44,5087.0,0.63,1.61,3957.0,0.49,2.03,3714.0,0.46,2.27,2503.0,0.31,3.23,2503.0,0.31,3.46,3391.0,0.42,2.59,2584.0,0.32,3.41,1938.0,0.24,5.57,2119.0,0.41,4.79,1705.0,0.33,6.79,2274.0,0.44,5.87,2222.0,0.43,5.94,2067.0,0.4,5.16,2687.0,0.52,3.67,2584.0,0.5,3.43,3462.0,0.67,2.69,2997.0,0.58,3.11,4082.0,0.79,1.4,2894.0,0.56,2.42,1860.0,0.36,0.23,2687.0,0.52,0.34,2067.0,0.4,4.41,807497,516745,4.61,1.49,19.65
3,3,44337.0,15.4,243370.0,84.55,460.0,0.16,28956.0,10.06,37756.0,13.12,0.0,0.0,182912.0,63.55,18678.0,6.49,18863.0,6.55,234.0,0.08,28900.0,10.04,33879.0,11.77,0.0,0.0,168717.0,58.62,2216.0,0.77,9435.0,3.28,157048.0,54.56,130659.0,45.39,45770.0,15.9,241937.0,84.05,53634.0,18.63,66572.0,23.13,5212.0,1.81,3151.0,1.09,18609.0,6.47,8827.0,3.07,30835.0,10.71,6490.0,2.25,19563.0,6.8,159747.0,55.5,164191.0,57.04,164188.0,57.04,4.0,0.0,81953.0,28.47,153979.0,53.5,10240.0,3.56,211354.0,73.43,8425.0,2.93,67912.0,23.59,34840.0,12.1,33093.0,11.5,188015.0,65.32,22128.0,7.69,35218.0,12.24,25671.0,8.92,917.0,0.32,10345.0,3.59,14390.0,5.0,275652.0,95.77,223744.0,77.73,86160.0,29.93,10225.0,3.55,8262.0,2.87,2541.0,0.88,78256.0,27.19,20576.0,7.15,31678.0,11.01,14729.0,5.12,12740.0,4.43,11801.0,4.1,14046.0,4.88,16830.0,5.85,52612.0,18.28,41153.0,14.3,35050.0,12.18,18216.0,6.33,16882.0,5.87,29750.0,10.34,16305.0,5.66,7606.0,2.64,10798.0,6.86,6163.0,3.91,7641.0,4.85,7672.0,4.87,9364.0,5.94,14723.0,9.35,13416.0,8.52,22665.0,14.39,14782.0,9.38,50349.0,31.96,31471.0,19.98,149476.0,94.89,145304.0,92.24,10571.0,6.71,3022.0,1.05,4.15,3022.0,1.05,0.76,317.0,0.11,41.49,2331.0,0.81,4.87,2389.0,0.83,3.85,,,,3540.0,1.23,1.18,2734.0,0.95,8.89,2274.0,0.79,7.31,230.0,0.08,64.29,2331.0,0.81,4.88,2188.0,0.76,3.9,,,,3425.0,1.19,1.23,1324.0,0.46,35.98,1554.0,0.54,9.98,2763.0,0.96,1.07,2763.0,0.96,1.29,2331.0,0.81,3.1,2331.0,0.81,0.59,2447.0,0.85,2.76,7225.0,2.51,6.59,2245.0,0.78,26.12,1382.0,0.48,26.52,3742.0,1.3,12.18,2188.0,0.76,15.13,4202.0,1.46,8.28,1641.0,0.57,15.33,3512.0,1.22,10.94,9729.0,3.38,3.7,10564.0,3.67,3.91,10564.0,3.67,3.91,,,,7887.0,2.74,5.86,10276.0,3.57,4.06,3109.0,1.08,18.48,12924.0,4.49,3.71,2303.0,0.8,16.7,3253.0,1.13,2.92,6073.0,2.11,10.58,5786.0,2.01,10.64,11571.0,4.02,3.74,5181.0,1.8,14.26,7973.0,2.77,13.74,3828.0,1.33,9.07,777.0,0.27,50.84,2418.0,0.84,14.15,2907.0,1.01,12.27,15284.0,5.31,3.37,13845.0,4.81,3.76,9240.0,3.21,6.51,3684.0,1.28,21.85,2072.0,0.72,15.35,1238.0,0.43,29.46,6649.0,2.31,5.17,2936.0,1.02,8.71,6246.0,2.17,11.97,1468.0,0.51,6.06,1266.0,0.44,6.09,1353.0,0.47,7.04,1238.0,0.43,5.38,1353.0,0.47,4.86,2792.0,0.97,3.23,2245.0,0.78,3.31,2015.0,0.7,3.49,1698.0,0.59,5.68,1554.0,0.54,5.62,1900.0,0.66,3.85,1468.0,0.51,5.43,1065.0,0.37,8.43,1260.0,0.8,7.12,961.0,0.61,9.56,977.0,0.62,7.78,1181.0,0.75,9.41,1134.0,0.72,7.38,1418.0,0.9,5.82,1355.0,0.86,6.11,1859.0,1.18,4.97,1512.0,0.96,6.25,2095.0,1.33,2.54,1764.0,1.12,3.41,1055.0,0.67,0.43,1229.0,0.78,0.51,1213.0,0.77,6.98,287836,157521,6.24,1.85,18.02
